en	hi
pile of green peppers##person,person,person,person,person,bowl,bowl,carrot,bowl,bowl	हरे पीपर का ढेर
skate board on concrete##person,skateboard,suitcase,chair	स्केट बोर्ड कंक्रीट पर
a terrazzo tile floor##refrigerator,refrigerator,book	a terrazzo टाइल फर्श
A smiling black head of a boy.##tie,person,bed,couch	एक लड़के का काला मुस्कराहट
KONA BREWING CO. EMBLEM##surfboard,book	कोना ब्रशिंग कं। EMBLEM
boy is very sad##person,laptop,tie	लड़का बहुत दुखी है
Electrical outlit##sink	बिजली की आपूर्ति
A black and white photograph.##person,person,skateboard,skateboard,skateboard	एक श्वेत-श्याम तस्वीर।
A stone paved street.##person,person,bench,potted plant,bench,person	एक पत्थर की पक्की सड़क।
The snow is white.##person,person,skis,backpack,skis,skis,backpack,backpack	बर्फ सफेद है।
The pants are green.##skis,person,skis,skis,skis,skis,skis,skis,skis	पैंट हरे रंग की हैं।
the handle on the door is bronze##toilet,toilet,dining table	दरवाजे पर हैंडल कांस्य है
a can on table##laptop,person,bottle,person,person,person,person	सारणी पर एक कर सकता है
part of a cloud##giraffe,person,person,person,person	बादल का हिस्सा
part of the sky##person,person,surfboard	आकाश का हिस्सा
A silver cup on a plate##bowl,fork,bowl,cup,dining table,cup,carrot,carrot,book,broccoli	एक प्लेट पर एक चांदी का कप
side mirror on a car##bus,car,car,umbrella,car	एक कार पर साइड मिरर
white plane parked on lot##airplane,person,person,person,truck,truck	सफेद विमान बहुत पर खड़ा है
a black and white striped zebra##zebra,vase	एक काले और सफेद धारीदार ज़ेबरा
Cigarette in a man's hand##person,person,bicycle,bicycle	एक आदमी के हाथ में सिगरेट
clock in clock tower##clock,clock,car,person,car,person,person,person,car	क्लॉक टॉवर में घड़ी
a zebra outside a giraffe pen##giraffe,zebra,giraffe,giraffe,handbag,giraffe,oven,giraffe	जिराफ पेन के बाहर एक ज़ेबरा
Picture of a red bus.##bus,person,person,person,person,person,person,person,person,person	लाल बस का चित्र
fallen tree limb##cow	गिर गया पेड़ का अंग
a red locomotive on a track##train	एक ट्रैक पर एक लाल लोकोमोटिव
The light at the top of the train in the front.##train,person,person	सामने ट्रेन में सबसे ऊपर प्रकाश।
colorful boats on the water##boat,boat,boat,boat,boat,boat,boat,boat,boat,boat	पानी पर रंगीन नौकाओं
man eating pizza##person	पिज्जा खा रहा है
the frisbee is in the air##person,frisbee,handbag	फ्रिसबी हवा में है
a wooden surfboard in the sand##surfboard,person,person,person,person,umbrella,person,person,umbrella,person	रेत में एक लकड़ी का सर्फ़बोर्ड
A lady flying a kite on the beach.##person,kite,person,person,person,person,person	समुद्र तट पर पतंग उड़ाती एक महिला।
there is an orange pail##toilet,sink,toilet,cup	एक नारंगी पेल है
the image is blurred##person,surfboard,bird	छवि धुंधली है
Two men playing wii game.##person,person,bed,remote,remote,chair,remote,potted plant,clock,person	Wii गेम खेलने वाले दो पुरुष।
white sign in Spanish##stop sign	स्पेनिश में सफेद संकेत
The plate is white.##cup,bowl,dining table,person,sandwich,spoon,sandwich,spoon,chair,cake	प्लेट सफेद है।
garbage can painted to look like soup##fire hydrant,fire hydrant,car	कूड़े को सूप की तरह देखने के लिए चित्रित किया जा सकता है
three dogs running in grass##dog,dog,car,car,dog,car,car,car,car	घास में तीन कुत्ते
the horse is white##person,horse,horse,horse,cow	घोड़ा सफेद है
picture on the wall above the fireplace##clock,potted plant,potted plant,potted plant,couch,potted plant,couch,vase,chair,vase	चिमनी के ऊपर की दीवार पर चित्र
A pair of orange skis.##person,skis,skis	नारंगी स्की की एक जोड़ी।
A snowboarder in the air.##person,person,snowboard,kite	हवा में एक स्नोबोर्डर
A WINDOW IN A TILED ROOM##	एक झुकी हुई कक्ष में एक खिड़की
a brown spot on a banana##orange,banana,orange,orange,banana,banana,banana,banana,orange,banana	एक केले पर एक भूरे रंग का धब्बा
the people are in a horse drawn carriage##horse,horse,person,person,person	लोग एक घोड़े के खींचे हुए कारीगर में हैं ।
two people in water##person,person,person,person,person,person,surfboard,person,person,person	पानी में दो लोग
