en	hi
bat stand in middle of bats##person,bottle,person,baseball bat,person,baseball bat,person,person,baseball bat,baseball bat	चमगादड़ के बीच में बल्लेबाजी
doilee stand is silver##cake,cake,cake,cake,cake,cake,cake,cake,cake,cake	डोली स्टैंड सिल्वर है
person on the court wearing black shirt##person,person,person,tennis racket,person,person,person,person,person,person	अदालत में काली शर्ट पहने व्यक्ति
different plane models are seen.##airplane,airplane,airplane,airplane,airplane,airplane,airplane,airplane,person,airplane	विभिन्न विमान मॉडल देखे जाते हैं।
Two press buttons of the sweater##person,toothbrush	स्वेटर के दो प्रेस बटन
Time and date stamp in corner##refrigerator,oven,microwave,knife,knife,knife,knife,knife,knife,knife	कोने में समय और तारीख मोहर
The stand of the t.v.##tv,person,bottle,book,book,book,book,book,book,book	टी। वी। का स्टैंड।
sharp knife on the chopping block##pizza,person,cup,wine glass,dining table,cup,bottle,dining table	चॉपिंग ब्लॉक पर तेज चाकू
second bird on right##bird,bird,bird	दाईं ओर दूसरा पक्षी
woman wearing dress about to cross street##person,clock,person,fire hydrant,car,person,car,car,car,car	सड़क पार करने के बारे में पोशाक पहने हुए महिला
two motor cycle springs##person,motorcycle	दो मोटर साइकिल स्प्रिंग्स
a lava lamp on stand##person,tv,remote,bottle,chair,suitcase,book,book,couch,chair	स्टैंड पर एक लावा लैंप
black springs##bird,bicycle,surfboard	काले स्प्रिंग्स
a mirror on a stand##sink,refrigerator,bowl,chair	स्टैंड पर एक दर्पण
green grass as tennis court##person,sports ball,tennis racket,person,person,person	टेनिस कोर्ट के रूप में हरी घास
antique golf clubs and stand##suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,vase,suitcase	प्राचीन गोल्फ क्लब और स्टैंड
wheels of train with springs##train,train	स्प्रिंग्स के साथ ट्रेन के पहिए
clear plastic French press##oven,microwave,refrigerator,chair,cup,cup,cup,vase	स्पष्ट प्लास्टिक फ्रेंच प्रेस
fine brown dirt##person,person,person,person,person,person,person,person,person,person	भूरे रंग की गंदगी
lifeguard stand is blue and white##truck,person	लाइफगार्ड स्टैंड नीला और सफेद है
fast food##person,person,hot dog,person,person	फास्ट फूड
a red cross on the paper##cat,refrigerator,book,cup,book,toothbrush,book	कागज पर एक लाल क्रॉस
a fast food meal served on a white plate##fork,person,sandwich,dining table,sandwich,hot dog,knife,knife,dining table,knife	एक फास्ट फूड भोजन एक सफेद प्लेट पर परोसा जाता है
Dirt is on the baseball players outfit##person,person,person,person,person,person,person,person,person,car	बेसबॉल खिलाड़ियों के आउटफिट में गंदगी होती है
