en	bn
Bus provides public transportation	বাস পাবলিক পরিবহন সরবরাহ করে
photograph has black border with orange internal top+bottom edges	ফটোগ্রাফের কমলা অভ্যন্তরীণ শীর্ষ + নীচের প্রান্তগুলির সাথে কালো সীমানা রয়েছে
a small greeting card	একটি ছোট গ্রিটিং কার্ড
the baby elephant is small	বাচ্চা হাতিটি ছোট
helmet on man's head	মানুষের মাথায় হেলমেট
A computer screen with a screen saver	স্ক্রিন সেভার সহ একটি কম্পিউটার স্ক্রিন
a open giraffe mouth	একটি খোলা জিরাফ মুখ
a boat out of water	জল থেকে একটি নৌকা
Elephant is standing in water.	জলে দাঁড়িয়ে আছে হাতি।
a blue kite in the air	বাতাসে একটি নীল ঘুড়ি
A silver utility pole.	একটি সিলভার ইউটিলিটি পোল।
blue blanket laying on bed	বিছানায় নীল কম্বল পাড়া
A large group of people protesting.	জনগণের একটি বিশাল দল প্রতিবাদ করে।
a fat cat doses in a blue suitcase	একটি চর্বি বিড়াল নীল স্যুটকেসে ডোজ দেয়
large plush white teddy bear	বড় প্লাশ সাদা টেডি ভাল্লুক
the largest plant is green	বৃহত্তম উদ্ভিদ সবুজ
woman with a blue shirt walking	একটি নীল শার্ট হাঁটা মহিলা
Blue and brown pillows resting on chair.	চেয়ারে বিশ্রামে নীল এবং বাদামী বালিশ।
The girl is lifting the skateboard.	মেয়েটি স্কেটবোর্ড তুলছে।
an odd carrott	একটি বিজোড় গাজর
The pages have turned brown with time.	পৃষ্ঠাগুলি সময়ের সাথে বাদামি হয়ে গেছে।
This is a tree trunk.	এটি একটি গাছের কাণ্ড।
the light is green	আলো সবুজ
animals on the ground	মাটিতে প্রাণী
Snowboarding getting ready to go.	স্নোবোর্ডিং যাওয়ার জন্য প্রস্তুত হচ্ছে।
iphone has many finger smudges	আইফোনটিতে অনেকগুলি আঙুলের স্মাগ রয়েছে
low flying small white plane	কম উড়ন্ত ছোট সাদা বিমান
WINDOWS FOR PILOTS VIEW	পাইলট দেখার জন্য উইন্ডো
A Man making pizza	একজন পিজ্জা তৈরি করছেন
the short is black	সংক্ষিপ্তটি কালো
small bald spot on green grass	সবুজ ঘাস উপর ছোট টাক স্পট
a bright light reflection	একটি উজ্জ্বল আলোর প্রতিবিম্ব
Umbrella is bright orange.	ছাতা উজ্জ্বল কমলা।
Wedding cake cutting by a couple	একটি দম্পতি দ্বারা বিবাহের কেক কাটা
A picture of a bedroom.	শোবার ঘরের ছবি
Two boys skateboarding	দুটি ছেলে স্কেটবোর্ডিং
Woman with a pony tail standing in water	পানিতে দাঁড়িয়ে এক পনি লেজযুক্ত মহিলা
Large brown and white giraffe	বড় ব্রাউন এবং সাদা জিরাফ
a green and red vespa	একটি সবুজ এবং লাল ভেস্পা
white piece of debris on ground	মাটিতে সাদা ধ্বংসাবশেষ
The picture is taken outdoors.	ছবি তোলা হয়েছে বাইরেও।
black and grey backpack near bed	বিছানার নিকটে কালো এবং ধূসর রঙের ব্যাকপ্যাক
a ship anchored in water	একটি জাহাজ জলে নোংরা
Headlight on a red bus	একটি লাল বাসে হেডলাইট
Hot dog on white dish	হোয়াইট ডিশে হট ডগ
intersection is in beverly hills	চৌরাস্তাটি বেভারলি পাহাড়ে
Beach on a sunny day	রৌদ্রোজ্জ্বল দিনে সৈকত
