en	ml
A parking lot scene is pictured	ഒരു പാർക്കിംഗ് സ്ഥലത്തിന്റെ ചിത്രം ചിത്രീകരിച്ചിരിക്കുന്നു
two lemons at the bottom side by side	വശത്ത് രണ്ട് നാരങ്ങകൾ
Teddy bear on the sidewalk	നടപ്പാതയിൽ ടെഡി ബിയർ
large dark capital A	വലിയ ഇരുണ്ട മൂലധനം എ
A white and blue bus	വെള്ളയും നീലയുമുള്ള ഒരു ബസ്
the leg of a man	ഒരു മനുഷ്യന്റെ കാൽ
bright blue swimming pool	ശോഭയുള്ള നീല നീന്തൽക്കുളം
man on a skate board	ദ്വീപ് ബീച്ച് രംഗം
a row of pottery	മൺപാത്രങ്ങളുടെ ഒരു നിര
a blue hair dryer	ഒരു നീല ഹെയർ ഡ്രയർ
edge of a laptop	ഒരു ലാപ്‌ടോപ്പിന്റെ അഗ്രം
a kite that looks like a bird flying in the air	വായുവിൽ പറക്കുന്ന പക്ഷിയെപ്പോലെ കാണപ്പെടുന്ന ഒരു പട്ടം
a teddy bear on top of a couch	ഒരു കട്ടിലിന് മുകളിൽ ഒരു ടെഡി ബിയർ
dog is sitting on toilet	നായ ടോയ്‌ലറ്റിൽ ഇരിക്കുന്നു
A large mug of beer	ബിയറിന്റെ ഒരു വലിയ മഗ്ഗ്
green street sign on road	റോഡിൽ പച്ച തെരുവ് ചിഹ്നം
young man standing on the beach	കടൽത്തീരത്ത് നിൽക്കുന്ന ചെറുപ്പക്കാരൻ
pile of clothes on the bed	കട്ടിലിൽ വസ്ത്രങ്ങളുടെ കൂമ്പാരം
a dark brown beer bottle	ഇരുണ്ട തവിട്ടുനിറത്തിലുള്ള ബിയർ കുപ്പി
part of a screen	കുഞ്ഞ് ആന
glass of red wine	ഒരു ഗ്ലാസ് റെഡ് വൈൻ
a yellow tie	ഒരു മഞ്ഞ ടൈ
green leaf on top of pizza	പിസ്സയുടെ മുകളിൽ പച്ച ഇല
ring on his finger	അവന്റെ വിരലിൽ മോതിരം
Large yellow and blue umbrellas	വലിയ മഞ്ഞ, നീല കുടകൾ
the ball player is dressed in black & yellow uniform shirt	ബോൾ പ്ലെയർ കറുപ്പും മഞ്ഞയും യൂണിഫോം ഷർട്ടാണ് ധരിച്ചിരിക്കുന്നത്
elephants gathered in water	ആനകൾ വെള്ളത്തിൽ ഒത്തുകൂടി
A very tall giraffe	വളരെ ഉയരമുള്ള ജിറാഫ്
green pepper pieces in pizza	പച്ച കുരുമുളക് കഷണങ്ങൾ പിസ്സയിൽ
black and white photos	ബ്ലാക്ക് ആൻഡ് വൈറ്റ് ഫോട്ടോകൾ
the skate board is black with beige wheels	ബീജ് ചക്രങ്ങളുള്ള സ്കേറ്റ് ബോർഡ് കറുത്തതാണ്
a man with skis	സ്കീസുള്ള ഒരു മനുഷ്യൻ
open bag laying on bench	ഓപ്പൺ ബാഗ് ബെഞ്ചിൽ കിടക്കുന്നു
The washington monument	വാഷിംഗ്ടൺ സ്മാരകം
a zebra standing in a field.	ഒരു വയലിൽ നിൽക്കുന്ന ഒരു സീബ്ര.
Clear straw in cup.	കപ്പിൽ സ്ട്രൊ
doughnuts in a brown box	ഒരു തവിട്ട് പെട്ടിയിൽ ഡോണട്ട്സ്
food on baby plate	കുഞ്ഞിന്റെ പ്ലേറ്റിലെ ഭക്ഷണം
The sky is clear.	ചാരനിറത്തിലുള്ള റോഡിന്റെ വശങ്ങളിൽ പച്ച പുല്ലിന്റെ സ്ട്രിപ്പുകൾ
a blue traffic sign	ഒരു നീല ട്രാഫിക് ചിഹ്നം
the horns are black	കൊമ്പുകൾ കറുത്തതാണ്
the umbrella is red/orange	കുട ചുവപ്പ് / ഓറഞ്ച് നിറമാണ്
six zebras in a field	ഒരു വയലിൽ ആറ് സീബ്രകൾ
Black and white cat	വർണ്ണാഭമായ സ്കാർഫ് ധരിച്ച ഒരു സ്ത്രീ
edge of a cloth	ഒരു തുണിയുടെ അറ്റം
a black and white painted fire hydrant	കറുപ്പും വെളുപ്പും പെയിന്റ് ചെയ്ത അഗ്നി ജലാംശം
a big red basket	ഒരു വലിയ ചുവന്ന കൊട്ട
A brown dog standing between the cabinets.	കാബിനറ്റുകൾക്കിടയിൽ നിൽക്കുന്ന ഒരു തവിട്ട് നായ.
a man hole covering	ഒരു മാൻ ഹോൾ പൊതിഞ്ഞിരിക്കുന്നു
green trees on the shore	കരയിലെ പച്ച മരങ്ങൾ
picture is framed on wall	ചിത്രം ചുവരിൽ ഫ്രെയിം ചെയ്തു
Hotdog stand behind man	ഹോട്ട്ഡോഗ് മനുഷ്യന്റെ പിന്നിൽ നിൽക്കുന്നു
The sky is clear.	ചാരനിറത്തിലുള്ള റോഡിന്റെ വശങ്ങളിൽ പച്ച പുല്ലിന്റെ സ്ട്രിപ്പുകൾ
a sign on the pole	ധ്രുവത്തിൽ ഒരു അടയാളം
The zebra is looking at the ground	സീബ്ര നിലത്തേക്ക് നോക്കുന്നു
A clock is visible.	ഒരു ക്ലോക്ക് ദൃശ്യമാണ്.
a group of wheels for landing	ലാൻഡിംഗിനായി ഒരു കൂട്ടം ചക്രങ്ങൾ
this is a laptop	ഇതൊരു ലാപ്‌ടോപ്പാണ്
empty bottle of spanish sparkling wine	ശൂന്യമായ സ്പാനിഷ് തിളങ്ങുന്ന വീഞ്ഞ്
Wall-mounted flat screen television	മതിലിൽ ഇരിക്കുന്ന ഫ്ലാറ്റ് സ്ക്രീൻ ടെലിവിഷൻ
A fire extinguisher is visible.	ഒരു അഗ്നിശമന ഉപകരണം കാണാം.
tip of a plane	ചാരനിറത്തിലുള്ള റോഡിന്റെ വശങ്ങളിൽ പച്ച പുല്ലിന്റെ സ്ട്രിപ്പുകൾ
it is a traffic light	അത് ഒരു ഗതാഗത പ്രകാശം ആണ്
A glass bowl full of green okra	പച്ച ഓക്ര നിറച്ച ഒരു ഗ്ലാസ് പാത്രം
tops of purple flowers in the field	വയലിൽ ധൂമ്രനൂൽ പൂക്കളുടെ ശൈലി
the teddy bear has a paint brush resting between its hand	കരടിപവയുടെ കൈകൾക്കിടയിൽ പെയിന്റ് ബ്രഷ് ഉണ്ട്
Photo was taken in the daytime	പകൽ സമയത്താണ് ചിത്രം എടുത്തത്
the bird is blue	പക്ഷി നീലയാണ്
Man talking on cell phone.	മനുഷ്യൻ സെൽ ഫോണിൽ സംസാരിക്കുന്നു.
two giraffes standing by a building	രണ്ട് ജിറാഫുകൾ ഒരു കെട്ടിടത്തിനരികിൽ നിൽക്കുന്നു
fried food on plate	വറുത്ത ഭക്ഷണം പ്ലേറ്റിൽ
man with dark hair	ഇരുണ്ട മുടിയുള്ള മനുഷ്യൻ
The giraffe is outside.	ജിറാഫ് പുറത്താണ്.
the head of a zebra	ഒരു ജിറാഫ് പുല്ല് തിന്നുന്നു
surfboard under the left arm of man	മനുഷ്യന്റെ ഇടതു കൈയ്യിൽ സർഫ്ബോർഡ്
Three dogs on a bench	ഒരു ബെഞ്ചിൽ മൂന്ന് നായ്ക്കൾ
large square clock on tower	ടവറിൽ വലിയ ചതുര ഘടികാരം
the toilet is white	ചാരനിറത്തിലുള്ള റോഡിന്റെ വശങ്ങളിൽ പച്ച പുല്ലിന്റെ സ്ട്രിപ്പുകൾ
a baseball in mid-air	മധ്യവായുവിലെ ഒരു ബേസ്ബോൾ
a mass of dark grey clouds	ഇരുണ്ട ചാരനിറത്തിലുള്ള മേഘങ്ങൾ
lady offering a bite	ഒരു കടി അനുവദിച്ച സ്ത്രീ
two large silver lights	രണ്ട് വലിയ സിൽവർ ലൈറ്റുകൾ
the giraffe has long neck	ജിറാഫിന് നീളമുള്ള കഴുത്ത് ഉണ്ട്
red fire hydrant	കുഞ്ഞ് ആന
large Monster energy drink logo	വലിയ മോൺസ്റ്റർ എനർജി ഡ്രിങ്ക് അടയാളം
a light over a mirror	ഒരു കണ്ണാടിക്ക് മുകളിൽ ഒരു പ്രകാശം
a chain link fence	ഒരു ബാഗ് കോട്ടൺ മിഠായി
the sign is white.	അടയാളം വെളുത്തതാണ്.
two elephants in a plain	സമതലത്തിൽ രണ്ട് ആനകൾ
The rider in orange	ഓറഞ്ചിൽ സവാരി
Flag of the United States of America	അമേരിക്കൻ ഐക്യനാടുകളുടെ പതാക
traffic light over street	തെരുവിലൂടെയുള്ള ട്രാഫിക് ലൈറ്റ്
The grass is green.	പുല്ല് പച്ചയാണ്.
giraffe eating at the zoo	ജിറാഫി മൃഗശാലയിൽ കഴിക്കുന്നു
Lights on the ceiling	സീലിംഗിലെ ലൈറ്റുകൾ
the view of a harbor	ഒരു തുറമുഖത്തിന്റെ കാഴ്ച
male worker in reflective gear	പ്രതിഫലന ഗിയറിലെ പുരുഷ തൊഴിലാളി
red flag with a white cross	വെളുത്ത കുരിശുള്ള ചുവന്ന പതാക
person surfing in ocean	കുഞ്ഞ് ആന
the head of a man	ഒരു ജിറാഫ് പുല്ല് തിന്നുന്നു
group of people watching video screen	ദൃശ്യ തിരശീല കാണുന്ന ഒരു കൂട്ടം ആളുകൾ
A street scene at night	രാത്രിയിൽ ഒരു തെരുവ് രംഗം
The bananas are riped.	ചുവപ്പ് വെള്ള, നീല തലം എഞ്ചിൻ
couple people skiing uphill	മുകളിലേക്ക് കയറുന്ന ദമ്പതികൾ
Large white letter J	വലിയ വെളുത്ത അക്ഷരം ജെ
a snowboarder in the air	ഒരു കറുത്ത ട്രാഷ് ബാഗ്.
Two women walks towards the ocean	രണ്ട് സ്ത്രീകൾ സമുദ്രത്തിലേക്ക് നടക്കുന്നു
the head of a man	ഒരു ജിറാഫ് പുല്ല് തിന്നുന്നു
white b on blue back ground	ഒരു കെട്ടിടത്തിലെ വലിയ വിൻഡോ
this is a lady	ഇത് ഒരു സ്ത്രീയാണ്
The grass is green.	ഒരു ജിറാഫ് പുല്ല് തിന്നുന്നു
a blue train over the water	വെള്ളത്തിന് മുകളിൽ ഒരു നീല ട്രെയിൻ
Woman sitting by a table	ഒരു മേശയിലിരിക്കുന്ന സ്ത്രീ
