en	ml
member of opposing team trying to block the shooter's shot	ഷൂട്ടറുടെ ഷോട്ട് തടയാൻ ശ്രമിക്കുന്ന എതിർ ടീമിലെ അംഗം
white trail that can only be made by incredibly fast planes	അവിശ്വസനീയമാംവിധം വേഗത്തിലുള്ള വിമാനങ്ങൾക്ക് മാത്രമേ വെള്ള വര നിർമ്മിക്കാൻ കഴിയൂ
Monitor stand below monitor	മോണിറ്ററിന് താഴെയുള്ള മോണിറ്റർ സ്റ്റാന്റ്
Red circle with white cross under right wing	വലത് ചിറകിന് താഴെ വെളുത്ത കുരിശുള്ള ചുവന്ന വൃത്തം
tennis players shaking hands	ടെന്നീസ് കളിക്കാർ കൈ കുലുക്കുന്നു
Time date stamp is bottom right	സമയ തീയതി സ്റ്റാമ്പിന്റെ താഴെ വലതുവശത്താണ്
the players uniform is green and white	കളിക്കാരന്റെ യൂണിഫോം പച്ചയും വെള്ളയുമാണ്
Tarp on the side of the court	കോർട്ടിന്റെ വശത്ത് ടാർപ്പ
a man in a yellow t-shirt sitting cross-legged	മഞ്ഞ ടി-ഷർട്ട് ധരിച്ച ഒരാൾ കാല് ക്രോസ്സ് ചെയ്ത് ഇരിക്കുന്നു
long black pipe on display stand	ഡിസ്പ്ലേ സ്റ്റാൻഡിലെ നീളമുള്ള കറുത്ത പൈപ്പ്
cement block siding on church	പള്ളിയിൽ സിമന്റ് ബ്ലോക്ക് സൈഡിംഗ്
fine, pale sand	നേർത്ത, ഇളം മണൽ
propeller is moving fast	പ്രൊപ്പല്ലർ അതിവേഗം നീങ്ങുന്നു
players wearing knee-high socks	ക്‌നീ ഹൈ സോക്സ് ധരിച്ച കളിക്കാർ
second bird is standing on car	രണ്ടാമത്തെ പക്ഷി കാറിൽ നിൽക്കുന്നു
clear stand for controller	കൺട്രോളറിനുള്ള വ്യക്തമായ സ്റ്റാന്റ്
date and time stamp in corner	കോണിലുള്ള തീയതിയും സമയ സ്റ്റാമ്പും
Woman going fast downhill.	വേഗത്തിൽ താഴേക്ക് പോകുന്ന സ്ത്രീ.
baseball players shoe	ബേസ്ബോൾ കളിക്കാരന്റെ ഷൂ
the collar decoration of a fair isle type sweater	നല്ല ഐസ്ൽ തരം സ്വെറ്ററിന്റെ കോളർ ഡെക്കറേഷൻ
a juice press	ഒരു ജ്യൂസ് പ്രസ്സ്
little white english car with vertical oblong taillights	ലംബമായ ദീർഘചതുരത്തിൽ പിൻദീപമുള്ള ചെറിയ വെളുത്ത നിരത്തിലെ ഇംഗ്ലീഷ് കാർ
male cross country skier	പുരുഷ ക്രോസ് കൺട്രി സ്കയർ
press here sticker on paw	കൈയിൽ പ്രസ്സ് ഹിയർ സ്റ്റിക്കർ
a green tennis court	ഒരു പച്ച ടെന്നീസ് കോർട്ട്
Base of the yellow umbrella second from the left	ഇടത് വശത്ത് നിന്ന് മഞ്ഞ കുടയുടെ അടിസ്ഥാനം
white asphalt with fine lines	നേർത്ത വരകളുള്ള വെളുത്ത അസ്ഫാൽറ്റ്
loose sediment forms on the rocks	പാറകളിൽ അയഞ്ഞ അവശിഷ്ട രൂപങ്ങൾ
wooden slat that forms back of bench.	ഒരു വുഡൻ സ്ലാറ്റ് ബെഞ്ചിന്റെ പുറകിൽ രൂപം കൊള്ളുന്നു.
fast super jet hovers in the sky	ഫാസ്റ്റ് സൂപ്പർ ജെറ്റ് ആകാശത്ത് സഞ്ചരിക്കുന്നു
People buying food on fast food store	ഫാസ്റ്റ്ഫുഡ് സ്റ്റോറിൽ ഭക്ഷണം വാങ്ങുന്ന ആളുകൾ
geyer springs street sign	ഗിയർ സ്പ്രിംഗ്സ് സ്ട്രീറ്റ് ചിഹ്നം
copyright and date	പകർപ്പവകാശവും തീയതിയും
the players arm is ready to throw	കളിക്കാരുടെ കൈ എറിയാൻ തയ്യാറാണ്
the baby has very fine hair	കുഞ്ഞിന് വളരെ നേർത്ത മുടിയുണ്ട്
Top window pane in the left corner of the second story window	രണ്ടാമത്തെ സ്റ്റോറി വിൻഡോയുടെ ഇടത് കോണിലുള്ള മുകളിലെ വിൻഡോ പാളി
a fast food meal served on a white plate	ഒരു വെളുത്ത പാത്രത്തിൽ വിളമ്പിയിരിക്കുന്ന ഒരു ഫാസ്റ്റ് ഫുഡ് ഭക്ഷണം
three baseball players playing a game	മൂന്ന് ബേസ്ബോൾ കളിക്കാർ ഒരു ഗെയിം കളിക്കുന്നു
expiration date in black ink	കാലഹരണപ്പെടുന്ന തീയതി കറുത്ത മഷിയിൽ
Sponsor signs hanging on the walls of the tennis court.	ടെന്നീസ് കോർട്ടിന്റെ ചുമരുകളിൽ സ്പോൺസറിന്റെ പേര് തൂക്കിയിരിക്കുന്നു
players in the dugout.	ഡഗഔട്ടിലെ കളിക്കാർ.
a tea set on a wooden stand	ഒരു വുഡൻ സ്റ്റാൻഡിൽ ഒരു ചായ സെറ്റ്
the copyright stamp on the photo	ഫോട്ടോയിലെ പകർപ്പവകാശ സ്റ്റാമ്പ്
date and time stamp on a picture	ഒരു ചിത്രത്തിലെ തീയതിയും സമയ സ്റ്റാമ്പും
5 cars of varying models parked on the street	വ്യത്യസ്ത മോഡലു ൾ ഉള്ള അഞ്ച് കാറുകൾ തെരുവിൽ പാർക്ക് ചെയ്തിരിക്കുന്നു
Red dragon fruit on a fruit stand.	ഫ്രൂട്ട് സ്റ്റാൻഡിൽ ഒരു ചുവന്ന ഡ്രാഗൺ ഫ്രൂട്ട്.
baseball players helmet	ബേസ്ബോൾ കളിക്കാരുടെ ഹെൽമെറ്റ്
a white sign not in English	ഇംഗ്ലീഷിൽ അല്ലാത്ത ഒരു വെളുത്ത ചിഹ്നം
boy sitting cross-legged on ground	കുട്ടി നിലത്ത് ക്രോസ്സ്-ലെഗ്ഡ് ആയി ഇരിക്കുന്നു
a white paper not in english	ഇംഗ്ലീഷിലില്ലാത്ത ഒരു വെളുത്ത പത്രം
baseball players posing together in an old photograph	ഒരു പഴയ ഫോട്ടോഗ്രാഫിൽ ബേസ്ബോൾ കളിക്കാർ ഒരുമിച്ച് പോസ് ചെയ്യുന്നു
black springs	കറുത്ത സ്പ്രിങ്ങുകൾ
red and white cross on man's shoulder	മനുഷ്യന്റെ തോളിൽ ചുവപ്പും വെള്ളയും കുരിശ്
Three different cellphone models	മൂന്ന് വ്യത്യസ്ത സെൽഫോൺ മോഡലുകൾ
The second clock showing on the tower.	ടവറിൽ കാണുന്ന രണ്ടാമത്തെ ക്ലോക്ക്.
cross walk at intersection	കവലയിൽ സീബ്ര ക്രോസ്സ് വര
white springs boxes and gears below train engine	ട്രെയിൻ എഞ്ചിന് താഴെ വൈറ്റ് സ്പ്രിംഗ് ബോക്സുകളും ഗിയറുകളും
the court is dark blue	കോർട്ട് ഇരുണ്ട നീല നിറമാണ്
A crowd of people standing at the fair.	മേളയിൽ ഒരു കൂട്ടം ആളുകൾ നിൽക്കുന്നു.
cross centered in curved panels	വളഞ്ഞ പാനലുകളിൽ കേന്ദ്രീകരിച്ചിരിക്കുന്നു ക്രോസ്
Net across tennis court	ടെന്നീസ് കോർട്ടിൽ കുറുകെ കുറുകെ വല
man standing next to fruit stand	ഫ്രൂട്ട് സ്റ്റാൻഡിന് സമീപം നിൽക്കുന്ന മനുഷ്യൻ
Several models hanging in the air in the exhibit	എക്സിബിറ്റിൽ നിരവധി മോഡലുകൾ വായുവിൽ തൂങ്ങിക്കിടക്കുന്നു
A white plate with english muffins	ഇംഗ്ലീഷ് മഫിനുകളുള്ള ഒരു വെളുത്ത പ്ലേറ്റ്
Large blue flag above the entire fair	മുഴുവൻ മേളയ്ക്കും മുകളിൽ വലിയ നീല പതാക
yellow date taken stamp	മഞ്ഞ തീയതിയുള്ള സ്റ്റാമ്പ്
cross walk area painted on the street	തെരുവിൽ വരച്ച ക്രോസ് വാക്ക് സ്ഥലം
floral box springs under mattress	കട്ടിൽ കീഴിലുള്ള പുഷ്പ ബോക്സ് സ്പ്രിങ്ങ്സ്
person on the court wearing black shirt	കറുത്ത ഷർട്ട് ധരിച്ച കോർട്ടിൽ ഒരാൾ
a sandwich on a block	ഒരു ബ്ലോക്കിലെ സാൻഡ്‌വിച്ച്
a platter of fine china	ഫൈൻ ചൈനയുടെ ഒരു തളിക
Four players standing on a tennis court	നാല് കളിക്കാർ ഒരു ടെന്നീസ് കോർട്ടിൽ നിൽക്കുന്നു
A large brown block.	ഒരു വലിയ തവിട്ട് ബ്ലോക്ക്.
wooden sign with white letters on second bus	രണ്ടാമത്തെ ബസ്സിൽ വെളുത്ത അക്ഷരങ്ങളുള്ള തടി ചിഹ്നം
