image_idx	en	hi	obj_tags
2413216	Base of the yellow umbrella second from the left	पीले छतरी का आधार बाईं ओर से दूसरा है	umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella
2317421	the black fast forward arrow	काले तेजी से आगे तीर	person,couch,cell phone
2318582	Orange color night lamp with wooden stand	लकड़ी के स्टैंड के साथ नारंगी रंग का नाइट लैंप	person,book,remote,book,book,book,book,book,book,book,book,book,book,book,book,book,book,book,book,book,book,chair,book,book,book,couch,book,book,chair,book,book,book,book
2359817	line where block fit together	लाइन जहां ब्लॉक एक साथ फिट हो	person,traffic light,traffic light,tv
2381615	bat stand in middle of bats	चमगादड़ के बीच में बल्लेबाजी	person,bottle,person,baseball bat,person,baseball bat,person,person,baseball bat,baseball bat,baseball bat,person,baseball bat
2403426	doilee stand is silver	डोली स्टैंड सिल्वर है	cake,cake,cake,cake,cake,cake,cake,cake,cake,cake,cake,cake,cake,cake,cake,cake,cake,cake,donut,cake
2417016	person on the court wearing black shirt	अदालत में काली शर्ट पहने व्यक्ति	person,person,person,tennis racket,person,person,person,person,person,person,person,person,person,person,person,person,tennis racket,person,person,person,person,person,person,person,person,person,person,person,person,bench,tennis racket
2409622	different plane models are seen.	विभिन्न विमान मॉडल देखे जाते हैं।	airplane,airplane,airplane,airplane,airplane,airplane,airplane,airplane,person,airplane,airplane,knife,dining table
2333896	Two press buttons of the sweater	स्वेटर के दो प्रेस बटन	person,toothbrush
2343638	Time and date stamp in corner	कोने में समय और तारीख मोहर	refrigerator,oven,microwave,knife,knife,knife,knife,knife,knife,knife,knife,knife,couch,knife,oven,knife
2343784	The stand of the t.v.	टी। वी। का स्टैंड।	tv,person,bottle,book,book,book,book,book,book,book,book,book
2374149	sharp knife on the chopping block	चॉपिंग ब्लॉक पर तेज चाकू	pizza,person,cup,wine glass,dining table,cup,bottle,dining table
2364685	second bird on right	दाईं ओर दूसरा पक्षी	bird,bird,bird
2320861	woman wearing dress about to cross street	सड़क पार करने के बारे में पोशाक पहने हुए महिला	person,clock,person,fire hydrant,car,person,car,car,car,car,car,truck,person,car,traffic light,car
2400160	two motor cycle springs	दो मोटर साइकिल स्प्रिंग्स	person,motorcycle
2355397	a lava lamp on stand	स्टैंड पर एक लावा लैंप	person,tv,remote,bottle,chair,suitcase,book,book,couch,chair,book,backpack,book,book,handbag
2415000	black springs	काले स्प्रिंग्स	bird,bicycle,surfboard
2398023	a mirror on a stand	स्टैंड पर एक दर्पण	sink,refrigerator,bowl,chair
2356632	green grass as tennis court	टेनिस कोर्ट के रूप में हरी घास	person,sports ball,tennis racket,person,person,person
2371360	antique golf clubs and stand	प्राचीन गोल्फ क्लब और स्टैंड	suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,vase,suitcase
2373028	wheels of train with springs	स्प्रिंग्स के साथ ट्रेन के पहिए	train,train
1234	clear plastic French press	स्पष्ट प्लास्टिक फ्रेंच प्रेस	oven,microwave,refrigerator,chair,cup,cup,cup,vase
2386185	fine brown dirt	भूरे रंग की गंदगी	person,person,person,person,person,person,person,person,person,person,person,baseball glove,person,sports ball,person,baseball bat,baseball glove,umbrella
2385469	lifeguard stand is blue and white	लाइफगार्ड स्टैंड नीला और सफेद है	truck,person
2380221	fast food	फास्ट फूड	person,person,hot dog,person,person
2341826	a red cross on the paper	कागज पर एक लाल क्रॉस	cat,refrigerator,book,cup,book,toothbrush,book
2413967	a fast food meal served on a white plate	एक फास्ट फूड भोजन एक सफेद प्लेट पर परोसा जाता है	fork,person,sandwich,dining table,sandwich,hot dog,knife,knife,dining table,knife,sandwich,sandwich
2333371	Dirt is on the baseball players outfit	बेसबॉल खिलाड़ियों के आउटफिट में गंदगी होती है	person,person,person,person,person,person,person,person,person,car,horse,person,person,baseball bat,car
4432	A cinder block wall.	एक सिंडर ब्लॉक दीवार।	person,sheep,person,sheep,person,sheep,person,sheep,sheep,sheep,dog,sheep,sheep,cow,cow,sheep,cow,cow,person,dog,cow,sheep,person,sheep,sheep,cow,sheep
2387768	Man playing tennis on purple and green tennis court.	मैन बैंगनी और हरे रंग की टेनिस कोर्ट पर टेनिस खेलता है।	person,tennis racket,person,person,person,person,tennis racket,sports ball,tennis racket
