en	bn
poles that block entrance by large vehicles##clock,person,car	বড় বড় যানবাহন দিয়ে খুঁটিগুলি প্রবেশ পথ আটকে দেয়
black shadow on baseball field beneath baseball players feet##person,baseball glove	বেসবল খেলোয়াড়দের পায়ের নীচে বেসবল মাঠে কালো ছায়া
sign on brass stand##person,person,car,car,car,person,car,person,car,car	পেতলের স্ট্যান্ড এর উপর সাইন
Soccer players sitting on a bench##person,sports ball,person,person,person,person,person,person,person,person	একটি বেঞ্চে বসে সকার খেলোয়াড়রা
the second hand of the clock##clock,fork,scissors	ঘড়ির সেকেন্ডের কাঁটা
A girl on the tennis court is preparing to hit the ball##person,tennis racket,sports ball,baseball bat,sports ball,sports ball,sports ball,sports ball,sports ball	টেনিস কোর্টের একটি মেয়ে বলটি মারার প্রস্তুতি নিচ্ছে
brick building on a city block##car,person,person,person,person,train,person,person,person,person	একটি শহর ব্লকে ইট নির্মাণ
foul lines marking the court##person,tennis racket,person,person,person,person	ফাউল লাইন দিয়ে কোর্টে দাগ টানা
A large screen with information about the players.##person,tennis racket,person,person,person,person,person,person,person,chair	খেলোয়াড়দের সম্পর্কে তথ্য সহ একটি বড় পর্দা।
part of a tennis court##person,sports ball,chair,baseball bat	একটি টেনিস কোর্ট অংশ
baseball players shoe##person,person,baseball bat,sports ball,baseball bat,person,baseball glove,baseball bat,baseball glove	বেসবল খেলোয়াড় জুতো
a golden stand for the tub##sink,sink	টব জন্য একটি সোনার স্ট্যান্ড
the trains are toy models##train,clock,suitcase,train	ট্রেনগুলি খেলনা মডেল
baseball bat in players hands##person,person,person,baseball glove,person,person,person,person,person,person	খেলোয়াড়দের হাতে বেসবল ব্যাট
person in black with a camera at the side of the court##person,person,tennis racket,sports ball,person,person,person,person,person,person	কোর্টের পাশে ক্যামেরা সহ কালো রঙের ব্যক্তি
press type electric cooking grill##chair,oven,bottle,chair,sink,bottle,dining table,bottle,bottle,potted plant	বৈদ্যুতিন রান্না গ্রিল প্রেস
Award for state fair pears##apple,apple,apple,dining table,apple,apple,bowl,orange,bowl,orange	রাজ্য মেলা নাশপাতি জন্য পুরষ্কার
players shorts are red##person,tennis racket,baseball glove	খেলোয়াড়দের হাফপ্যান্টগুলি লাল
The sole of a second green shoe.##suitcase,person,cup,skateboard,fire hydrant,knife	দ্বিতীয় সবুজ জুতা একক।
the players uniform is green and white##person,tennis racket	খেলোয়াড়দের ইউনিফর্ম সবুজ এবং সাদা
The yellow vase on the second shelf on the right.##bottle,bottle,bottle,bottle,bottle,vase,vase,bottle,bottle,wine glass	ডানদিকে দ্বিতীয় তাকের হলুদ দানি।
a group of game officials at the corner of tennis court##person,person,person,person,tennis racket,person,person,person,person,handbag	টেনিস কোর্টের এক কোণে গেমের এক আধিকারিক
large patch of grass next to fast food restaurant##car,umbrella,car,stop sign,car,car,stop sign,car,car	ফাস্ট ফুড রেস্তোরাঁয়ের পাশে ঘাসের বড় প্যাচ
Silver springs on the side of bike.##motorcycle,tie,person	সাইকেলের পাশে সিলভার স্প্রিংস।
White copyright stamp##person,skateboard	সাদা কপিরাইট স্ট্যাম্প
the word front on the sign in the english section##person,book	ইংরেজি বিভাগে সাইন ইন শব্দটি সামনে
Chinese characters on the window##person,bowl,bowl,bowl,cup,person,person,bottle,cup,person	উইন্ডোতে চীনা অক্ষর
wide brown night stand##bed,potted plant,potted plant,bench,vase,chair,vase,vase	প্রশস্ত ব্রাউন নাইট স্ট্যান্ড
cartoon characters on the bottle##person,chair,dining table,donut,book,backpack,suitcase,handbag,book,chair	বোতল উপর কার্টুন অক্ষর
top glass block in wall##sink,bottle	দেয়ালে শীর্ষ গ্লাস ব্লক
A stand with devices on it and wires behind it.##bowl,chair,couch,dining table,book,tv,book,book,book,book	এটিতে থাকা ডিভাইস এবং এর পিছনে তারযুক্ত একটি স্ট্যান্ড।
Several forms of public transportation##person,train,bicycle,bus,car,person,person,train,train,bus	গণপরিবহন বিভিন্ন ধরণের
second skateboard in picture##skateboard,person,person,person,tv,chair,skateboard,person,skateboard,bench	ছবিতে দ্বিতীয় স্কেটবোর্ড
really fast moving hand##person,person,potted plant,chair,chair,remote,remote,remote,person,chair	সত্যিই দ্রুত চলন্ত হাত
blue television on stand##chair,tv,bowl,dining table,chair,dining table,couch,dining table,bottle,vase	স্ট্যান্ড নীল টেলিভিশন
The stand in the background with products the color white.##orange,orange,orange,orange,orange,orange,orange,orange,orange,orange	সাদা রঙের পণ্যগুলির সাথে পটভূমিতে স্ট্যান্ড।
