en	bn
oranges are in bowls.##person,person,person,bowl,bowl,bowl,person,bowl,bowl,bowl	কমলা বাটিতে রয়েছে।
part of the sky##kite,kite,kite,kite,kite,kite,kite,kite,kite,kite	আকাশের অংশ
brown bench on right side##bench,cat	ডানদিকে ব্রাউন বেঞ্চ
The spider on top of the bristles of the toothbrush.##toothbrush,toothbrush,toilet	টুথব্রাশের ঝাঁকুনির উপরে মাকড়সা।
Woman in forest area.##person,frisbee	বন অঞ্চলের মহিলা।
bus logo on the side##bus,person	পাশে বাস লোগো
dirty unflushed toilet##toilet	নোংরা ফলশ্রুতি টয়লেট
young boy sits on a bed##clock,bed,person,person,person,bed	অল্প বয়স্ক ছেলে বিছানায় বসে আছে
A red and white plane.##airplane	একটি লাল এবং সাদা বিমান।
man on a surfboard##person,surfboard	সার্ফবোর্ডে লোক
Arched doorway with window##oven,truck	উইন্ডো সহ খিলানযুক্ত দরজা
a young asian woman##person,person,bowl,bicycle,motorcycle,potted plant,boat	একজন যুবতী এশিয়ান মহিলা
A dog leaning on the lap top##dog,laptop,person,teddy bear,tv	একটি কুকুর কোলের উপর ঝুঁকছে
a silver fork##fork,pizza,knife,person,fork,person,person,person,broccoli,person	একটি সিলভার কাঁটা
bird killed by cat##cat,bird	পাখি বিড়াল দ্বারা হত্যা
the sheep ready to slaughter##cow,cow,person,sheep	জবাই করার জন্য প্রস্তুত মেষ
Beanie is orange##person,person,skis,skis	বিয়ান কমলা রঙের
white dog in foreground##dog,chair	অগ্রভাগে সাদা কুকুর
a person skiing down a mountain.##person,skis,skis,person	একটি ব্যক্তি একটি পর্বত নীচে স্কিইং।
this chair is red in color##chair,chair,potted plant,vase,chair,chair,chair,dining table	এই চেয়ারটি লাল রঙের
a train coming towards##boat,train	একটি ট্রেন আসছে দিকে
two sandwiches in plastic bags##hot dog,sandwich,cup,dining table	প্লাস্টিকের ব্যাগ দুটি স্যান্ডউইচ
couples walking in the rain##person,person,umbrella,umbrella,person,handbag,person	দম্পতিরা বৃষ্টিতে হাঁটছেন
The wing tip.##airplane	ডানা টিপ।
a long white line##fire hydrant,car,car,car,truck,truck,car,car,car,car	একটি দীর্ঘ সাদা রেখা
airplaine taking off in photo##airplane,airplane	ছবিতে বিমানটি নামাচ্ছে
Bus coming in to bus stop.##bus,person,person,person,person,traffic light,tie,backpack,traffic light,suitcase	বাস এসে থামছে বাস স্টপে।
a cloudy sky##stop sign	মেঘলা আকাশ
The tank of a toilet##toilet,toilet	একটি টয়লেট এর ট্যাঙ্ক
A head of a giraffe##giraffe	একটি জিরাফ একটি মাথা
a white bear on a street##person,person,person,person,person,person,person,person,handbag,person	একটি রাস্তায় একটি সাদা ভালুক
a black bear##bear,bear,bear	একটি কালো ভালুক
a colorful train going across a bridge.##train,traffic light,traffic light	একটি ব্রিজ পেরিয়ে একটি রঙিন ট্রেন।
The number 1030 on the side of the trolley.##train,person,car,person,person,person,train	ট্রলির পাশে 1030 নম্বর।
wood dining table in commercial kitchen##chair,oven,bowl,dining table,chair,dining table,bottle,bottle,bowl,vase	বাণিজ্যিক রান্নাঘরে কাঠ ডাইনিং টেবিল
a white kite in the sky##person,kite,person	আকাশে একটি সাদা ঘুড়ি
A heard of cattle.##cow,cow,cow,cow,cow,sheep,cow,cow,cow,sheep	গবাদি পশুর একটি শোনা।
The front of the building is glass##	ভবনের সামনের অংশটি কাঁচের
The timer display on the parking meter.##parking meter,car	পার্কিং মিটারে টাইমার প্রদর্শন।
The red stop sign##stop sign,traffic light,airplane	রেড স্টপ সাইন
A pair of shoes##bus,car,bus,boat	এক জোড়া জুতো
large blow up lizard##kite,car,car,person,kite,car,person,car,car,car	বড় টিকটিকি টিকটিকি
a black umbrella##umbrella,person,person,person,person,car	একটি কালো ছাতা
man wearing brown pants##skateboard,person,person,bench,potted plant,chair	ব্রাউন প্যান্ট পরা মানুষ
microwave sitting near rock##microwave,potted plant	মাইক্রোওয়েভ পাথরের কাছে বসে
man wears blue shirt##person,person	মানুষ নীল শার্ট পরে
part of a board##skateboard,person,person,person,person,person,person,person,person,person	একটি বোর্ডের অংশ
guy standing stooped over##person,person,person,skateboard	লোক দাঁড়িয়ে দাঁড়িয়ে
yellow mustard bottle##bottle,bottle,person,bottle,cup,cup,dining table,bottle,bottle,fork	হলুদ সরিষা বোতল
a clock on a sidewalk.##person,clock,person,person,person,person,person,person,person,person	ফুটপাথে একটি ঘড়ি।
the snow has tracks##person,backpack,skis,backpack	তুষার ট্র্যাক আছে
slice of rare beef##wine glass,fork,cup,carrot,dining table,cup,bowl,carrot,carrot,fork	বিরল গরুর মাংসের টুকরো
led light on a streetlight##traffic light	একটি স্ট্রিটলাইট আলো নেতৃত্বে
man holds black umbrella##person,person,person,person,car,umbrella,person,car,handbag,person	মানুষ কালো ছাতা ধরে
Valance and curtain rod over window.##oven,refrigerator,potted plant,microwave,person,sink,vase,potted plant,sink,toaster	উইন্ডোতে ভারসাম্য এবং পর্দার রড।
bottle of milk with a red top on it##person,bottle,bottle,dining table,cup,knife,oven,bowl,oven,knife	তার উপরে লাল টপকে দুধের বোতল
row of green and red canoes##boat,boat,boat,boat,person,boat,boat,person,boat,boat	সবুজ এবং লাল ক্যানো সারি
the toilets are white##toilet,toilet,toilet,bed,suitcase	টয়লেট সাদা হয়
person has black helmet##person,snowboard	ব্যক্তির কালো হেলমেট রয়েছে
two white rolls of toilet paper##toilet,sink	টয়লেট পেপার দুটি সাদা রোল
a black fence##person,skateboard	একটি কালো বেড়া
A blue and white plane##airplane,airplane,person,airplane,person,truck,person,airplane,truck,airplane	একটি নীল এবং সাদা বিমান
Helmet is green##person,traffic light,person,car,bus,bus,train,car,traffic light,person	হেলমেট সবুজ
The pink flowers on the tree##clock,toilet	গাছে গোলাপী ফুল
long brown gun on the wall##clock,bed,couch	দেয়ালে লম্বা বাদামী বন্দুক
A gothic clock tower##clock,clock	একটি গথিক ক্লক টাওয়ার
a parade with motorcycles in it##motorcycle,person,person,person,motorcycle,motorcycle,motorcycle,umbrella,person,person	এটি মোটর সাইকেল সহ একটি কুচকাওয়াজ
brown statue in grass##clock,clock,person,horse,car,car,car,car,person,car	ঘাসে বাদামী মূর্তি
rearview mirror on train##person,person,train,person,person,person,person,person,person,person	ট্রেনে রিয়ারভিউ আয়না
