en	ml
Red circle with white cross under right wing##person,tennis racket,person,person,person,person,tennis racket,sports ball,tennis racket	വലത് ചിറകിന് താഴെ വെളുത്ത കുരിശുള്ള ചുവന്ന വൃത്തം
tennis players shaking hands##person,bird,frisbee,clock,car,dining table,bench,bench	ടെന്നീസ് കളിക്കാർ കൈ കുലുക്കുന്നു
Time date stamp is bottom right##chair,chair,chair,potted plant,couch,chair,vase,chair,couch,chair	സമയ തീയതി സ്റ്റാമ്പിന്റെ താഴെ വലതുവശത്താണ്
the players uniform is green and white##person,person,person,person,person,person,kite,person,kite,person	കളിക്കാരന്റെ യൂണിഫോം പച്ചയും വെള്ളയുമാണ്
Tarp on the side of the court##keyboard,laptop,keyboard,keyboard	കോർട്ടിന്റെ വശത്ത് ടാർപ്പ
a man in a yellow t-shirt sitting cross-legged##person,airplane,person,person	മഞ്ഞ ടി-ഷർട്ട് ധരിച്ച ഒരാൾ കാല് ക്രോസ്സ് ചെയ്ത് ഇരിക്കുന്നു
long black pipe on display stand##chair,potted plant,chair,couch,couch,potted plant,wine glass,chair	ഡിസ്പ്ലേ സ്റ്റാൻഡിലെ നീളമുള്ള കറുത്ത പൈപ്പ്
cement block siding on church##person,person,person,backpack,skis,snowboard,backpack,skis,backpack	പള്ളിയിൽ സിമന്റ് ബ്ലോക്ക് സൈഡിംഗ്
fine, pale sand##cell phone,cell phone,dining table,chair,bowl,chair,chair,cell phone,person,dining table	നേർത്ത, ഇളം മണൽ
propeller is moving fast##	പ്രൊപ്പല്ലർ അതിവേഗം നീങ്ങുന്നു
players wearing knee-high socks##person,tennis racket	ക്‌നീ ഹൈ സോക്സ് ധരിച്ച കളിക്കാർ
second bird is standing on car##person,skateboard,person	രണ്ടാമത്തെ പക്ഷി കാറിൽ നിൽക്കുന്നു
clear stand for controller##person,person,tennis racket,sports ball,sports ball,sports ball,tennis racket,sports ball,sports ball,sports ball	കൺട്രോളറിനുള്ള വ്യക്തമായ സ്റ്റാന്റ്
date and time stamp in corner##bench,potted plant,bench,bench,bench,bench,bench,bench,bench,bench	കോണിലുള്ള തീയതിയും സമയ സ്റ്റാമ്പും
Woman going fast downhill.##bottle,chair,knife,bottle,chair,chair,knife,bowl,bottle,dining table	വേഗത്തിൽ താഴേക്ക് പോകുന്ന സ്ത്രീ.
baseball players shoe##person,person,person,person,tennis racket,person,person,person,person,person	ബേസ്ബോൾ കളിക്കാരന്റെ ഷൂ
the collar decoration of a fair isle type sweater##person,dog,person,surfboard,surfboard	നല്ല ഐസ്ൽ തരം സ്വെറ്ററിന്റെ കോളർ ഡെക്കറേഷൻ
a juice press##car	ഒരു ജ്യൂസ് പ്രസ്സ്
little white english car with vertical oblong taillights##baseball bat,baseball bat	ലംബമായ ദീർഘചതുരത്തിൽ പിൻദീപമുള്ള ചെറിയ വെളുത്ത നിരത്തിലെ ഇംഗ്ലീഷ് കാർ
male cross country skier##person,person,person,person,person,person,person,person,person,bench	പുരുഷ ക്രോസ് കൺട്രി സ്കയർ
press here sticker on paw##motorcycle,motorcycle,person,person,person,motorcycle,person,person,umbrella,umbrella	കൈയിൽ പ്രസ്സ് ഹിയർ സ്റ്റിക്കർ
a green tennis court##person,tennis racket,sports ball	ഒരു പച്ച ടെന്നീസ് കോർട്ട്
Base of the yellow umbrella second from the left##person,person,bottle,tennis racket,person,person,person,tennis racket,tennis racket,person	ഇടത് വശത്ത് നിന്ന് മഞ്ഞ കുടയുടെ അടിസ്ഥാനം
white asphalt with fine lines##horse,horse,person,person,dog,horse,person	നേർത്ത വരകളുള്ള വെളുത്ത അസ്ഫാൽറ്റ്
loose sediment forms on the rocks##clock,person,car	പാറകളിൽ അയഞ്ഞ അവശിഷ്ട രൂപങ്ങൾ
wooden slat that forms back of bench.##person,baseball glove	ഒരു വുഡൻ സ്ലാറ്റ് ബെഞ്ചിന്റെ പുറകിൽ രൂപം കൊള്ളുന്നു.
fast super jet hovers in the sky##person,person,car,car,car,person,car,person,car,car	ഫാസ്റ്റ് സൂപ്പർ ജെറ്റ് ആകാശത്ത് സഞ്ചരിക്കുന്നു
People buying food on fast food store##person,sports ball,person,person,person,person,person,person,person,person	ഫാസ്റ്റ്ഫുഡ് സ്റ്റോറിൽ ഭക്ഷണം വാങ്ങുന്ന ആളുകൾ
geyer springs street sign##clock,fork,scissors	ഗിയർ സ്പ്രിംഗ്സ് സ്ട്രീറ്റ് ചിഹ്നം
copyright and date##person,tennis racket,sports ball,baseball bat,sports ball,sports ball,sports ball,sports ball,sports ball	പകർപ്പവകാശവും തീയതിയും
the players arm is ready to throw##car,person,person,person,person,train,person,person,person,person	കളിക്കാരുടെ കൈ എറിയാൻ തയ്യാറാണ്
the baby has very fine hair##person,tennis racket,person,person,person,person	കുഞ്ഞിന് വളരെ നേർത്ത മുടിയുണ്ട്
Top window pane in the left corner of the second story window##person,tennis racket,person,person,person,person,person,person,person,chair	രണ്ടാമത്തെ സ്റ്റോറി വിൻഡോയുടെ ഇടത് കോണിലുള്ള മുകളിലെ വിൻഡോ പാളി
a fast food meal served on a white plate##person,sports ball,chair,baseball bat	ഒരു വെളുത്ത പാത്രത്തിൽ വിളമ്പിയിരിക്കുന്ന ഒരു ഫാസ്റ്റ് ഫുഡ് ഭക്ഷണം
three baseball players playing a game##person,person,baseball bat,sports ball,baseball bat,person,baseball glove,baseball bat,baseball glove	മൂന്ന് ബേസ്ബോൾ കളിക്കാർ ഒരു ഗെയിം കളിക്കുന്നു
expiration date in black ink##sink,sink	കാലഹരണപ്പെടുന്ന തീയതി കറുത്ത മഷിയിൽ
Sponsor signs hanging on the walls of the tennis court.##train,clock,suitcase,train	ടെന്നീസ് കോർട്ടിന്റെ ചുമരുകളിൽ സ്പോൺസറിന്റെ പേര് തൂക്കിയിരിക്കുന്നു
players in the dugout.##person,person,person,baseball glove,person,person,person,person,person,person	ഡഗഔട്ടിലെ കളിക്കാർ.
a tea set on a wooden stand##person,person,tennis racket,sports ball,person,person,person,person,person,person	ഒരു വുഡൻ സ്റ്റാൻഡിൽ ഒരു ചായ സെറ്റ്
the copyright stamp on the photo##chair,oven,bottle,chair,sink,bottle,dining table,bottle,bottle,potted plant	ഫോട്ടോയിലെ പകർപ്പവകാശ സ്റ്റാമ്പ്
date and time stamp on a picture##apple,apple,apple,dining table,apple,apple,bowl,orange,bowl,orange	ഒരു ചിത്രത്തിലെ തീയതിയും സമയ സ്റ്റാമ്പും
5 cars of varying models parked on the street##person,tennis racket,baseball glove	വ്യത്യസ്ത മോഡലു ൾ ഉള്ള അഞ്ച് കാറുകൾ തെരുവിൽ പാർക്ക് ചെയ്തിരിക്കുന്നു
Red dragon fruit on a fruit stand.##suitcase,person,cup,skateboard,fire hydrant,knife	ഫ്രൂട്ട് സ്റ്റാൻഡിൽ ഒരു ചുവന്ന ഡ്രാഗൺ ഫ്രൂട്ട്.
baseball players helmet##person,tennis racket	ബേസ്ബോൾ കളിക്കാരുടെ ഹെൽമെറ്റ്
a white sign not in English##bottle,bottle,bottle,bottle,bottle,vase,vase,bottle,bottle,wine glass	ഇംഗ്ലീഷിൽ അല്ലാത്ത ഒരു വെളുത്ത ചിഹ്നം
boy sitting cross-legged on ground##person,person,person,person,tennis racket,person,person,person,person,handbag	കുട്ടി നിലത്ത് ക്രോസ്സ്-ലെഗ്ഡ് ആയി ഇരിക്കുന്നു
a white paper not in english##car,umbrella,car,stop sign,car,car,stop sign,car,car	ഇംഗ്ലീഷിലില്ലാത്ത ഒരു വെളുത്ത പത്രം
baseball players posing together in an old photograph##motorcycle,tie,person	ഒരു പഴയ ഫോട്ടോഗ്രാഫിൽ ബേസ്ബോൾ കളിക്കാർ ഒരുമിച്ച് പോസ് ചെയ്യുന്നു
black springs##person,skateboard	കറുത്ത സ്പ്രിങ്ങുകൾ
red and white cross on man's shoulder##person,book	മനുഷ്യന്റെ തോളിൽ ചുവപ്പും വെള്ളയും കുരിശ്
Three different cellphone models##person,bowl,bowl,bowl,cup,person,person,bottle,cup,person	മൂന്ന് വ്യത്യസ്ത സെൽഫോൺ മോഡലുകൾ
The second clock showing on the tower.##bed,potted plant,potted plant,bench,vase,chair,vase,vase	ടവറിൽ കാണുന്ന രണ്ടാമത്തെ ക്ലോക്ക്.
cross walk at intersection##person,chair,dining table,donut,book,backpack,suitcase,handbag,book,chair	കവലയിൽ സീബ്ര ക്രോസ്സ് വര
white springs boxes and gears below train engine##sink,bottle	ട്രെയിൻ എഞ്ചിന് താഴെ വൈറ്റ് സ്പ്രിംഗ് ബോക്സുകളും ഗിയറുകളും
the court is dark blue##bowl,chair,couch,dining table,book,tv,book,book,book,book	കോർട്ട് ഇരുണ്ട നീല നിറമാണ്
A crowd of people standing at the fair.##person,train,bicycle,bus,car,person,person,train,train,bus	മേളയിൽ ഒരു കൂട്ടം ആളുകൾ നിൽക്കുന്നു.
